2025-01-01 10:04:14,081 - INFO - Episode 10/10000, Total Reward: 7, Total Clear Lines:6, Total Blocks:52, Epsilon: 0.01
2025-01-01 10:04:20,961 - INFO - Episode 20/10000, Total Reward: 22, Total Clear Lines:22, Total Blocks:93, Epsilon: 0.01
2025-01-01 10:04:27,905 - INFO - Episode 30/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:64, Epsilon: 0.01
2025-01-01 10:04:34,721 - INFO - Episode 40/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:61, Epsilon: 0.01
2025-01-01 10:04:40,384 - INFO - Episode 50/10000, Total Reward: 16, Total Clear Lines:16, Total Blocks:73, Epsilon: 0.01
2025-01-01 10:04:45,376 - INFO - Episode 60/10000, Total Reward: 0, Total Clear Lines:0, Total Blocks:34, Epsilon: 0.01
2025-01-01 10:04:50,785 - INFO - Episode 70/10000, Total Reward: 20, Total Clear Lines:19, Total Blocks:83, Epsilon: 0.01
2025-01-01 10:04:58,113 - INFO - Episode 80/10000, Total Reward: 55, Total Clear Lines:49, Total Blocks:156, Epsilon: 0.01
2025-01-01 10:05:04,575 - INFO - Episode 90/10000, Total Reward: 28, Total Clear Lines:28, Total Blocks:105, Epsilon: 0.01
2025-01-01 10:05:10,656 - INFO - Episode 100/10000, Total Reward: 16, Total Clear Lines:14, Total Blocks:72, Epsilon: 0.01
2025-01-01 10:05:16,415 - INFO - Episode 110/10000, Total Reward: 6, Total Clear Lines:6, Total Blocks:36, Epsilon: 0.01
2025-01-01 10:05:22,720 - INFO - Episode 120/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:70, Epsilon: 0.01
2025-01-01 10:05:28,319 - INFO - Episode 130/10000, Total Reward: 20, Total Clear Lines:20, Total Blocks:88, Epsilon: 0.01
2025-01-01 10:05:34,464 - INFO - Episode 140/10000, Total Reward: 31, Total Clear Lines:30, Total Blocks:111, Epsilon: 0.01
2025-01-01 10:05:41,248 - INFO - Episode 150/10000, Total Reward: 5, Total Clear Lines:5, Total Blocks:47, Epsilon: 0.01
2025-01-01 10:05:49,314 - INFO - Episode 160/10000, Total Reward: 17, Total Clear Lines:16, Total Blocks:73, Epsilon: 0.01
2025-01-01 10:05:56,223 - INFO - Episode 170/10000, Total Reward: 10, Total Clear Lines:10, Total Blocks:60, Epsilon: 0.01
2025-01-01 10:06:02,815 - INFO - Episode 180/10000, Total Reward: 3, Total Clear Lines:3, Total Blocks:39, Epsilon: 0.01
2025-01-01 10:06:09,761 - INFO - Episode 190/10000, Total Reward: 36, Total Clear Lines:32, Total Blocks:114, Epsilon: 0.01
2025-01-01 10:06:16,033 - INFO - Episode 200/10000, Total Reward: 18, Total Clear Lines:17, Total Blocks:73, Epsilon: 0.01
2025-01-01 10:06:22,528 - INFO - Episode 210/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:70, Epsilon: 0.01
2025-01-01 10:06:28,353 - INFO - Episode 220/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:64, Epsilon: 0.01
