2024-12-31 20:55:22,830 - INFO - Episode 10/10000, Total Reward: 2, Total Clear Lines:2, Total Blocks:21, Epsilon: 0.01
2024-12-31 20:55:29,046 - INFO - Episode 20/10000, Total Reward: 12, Total Clear Lines:11, Total Blocks:62, Epsilon: 0.01
2024-12-31 20:55:35,878 - INFO - Episode 30/10000, Total Reward: 21, Total Clear Lines:19, Total Blocks:84, Epsilon: 0.01
2024-12-31 20:55:42,058 - INFO - Episode 40/10000, Total Reward: 16, Total Clear Lines:16, Total Blocks:75, Epsilon: 0.01
2024-12-31 20:55:47,578 - INFO - Episode 50/10000, Total Reward: 6, Total Clear Lines:6, Total Blocks:54, Epsilon: 0.01
2024-12-31 20:55:53,947 - INFO - Episode 60/10000, Total Reward: 24, Total Clear Lines:22, Total Blocks:92, Epsilon: 0.01
2024-12-31 20:56:00,620 - INFO - Episode 70/10000, Total Reward: 5, Total Clear Lines:5, Total Blocks:39, Epsilon: 0.01
2024-12-31 20:56:06,861 - INFO - Episode 80/10000, Total Reward: 24, Total Clear Lines:22, Total Blocks:90, Epsilon: 0.01
2024-12-31 20:56:13,044 - INFO - Episode 90/10000, Total Reward: 3, Total Clear Lines:3, Total Blocks:32, Epsilon: 0.01
2024-12-31 20:56:18,752 - INFO - Episode 100/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:74, Epsilon: 0.01
2024-12-31 20:56:24,616 - INFO - Episode 110/10000, Total Reward: 11, Total Clear Lines:10, Total Blocks:58, Epsilon: 0.01
2024-12-31 20:56:31,238 - INFO - Episode 120/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:70, Epsilon: 0.01
2024-12-31 20:56:36,908 - INFO - Episode 130/10000, Total Reward: 9, Total Clear Lines:9, Total Blocks:53, Epsilon: 0.01
2024-12-31 20:56:42,728 - INFO - Episode 140/10000, Total Reward: 23, Total Clear Lines:18, Total Blocks:72, Epsilon: 0.01
2024-12-31 20:56:49,229 - INFO - Episode 150/10000, Total Reward: 9, Total Clear Lines:8, Total Blocks:48, Epsilon: 0.01
2024-12-31 20:56:55,030 - INFO - Episode 160/10000, Total Reward: 20, Total Clear Lines:20, Total Blocks:87, Epsilon: 0.01
2024-12-31 20:57:02,053 - INFO - Episode 170/10000, Total Reward: 13, Total Clear Lines:13, Total Blocks:65, Epsilon: 0.01
2024-12-31 20:57:07,749 - INFO - Episode 180/10000, Total Reward: 8, Total Clear Lines:7, Total Blocks:47, Epsilon: 0.01
2024-12-31 20:57:13,808 - INFO - Episode 190/10000, Total Reward: 6, Total Clear Lines:5, Total Blocks:42, Epsilon: 0.01
2024-12-31 20:57:20,402 - INFO - Episode 200/10000, Total Reward: 18, Total Clear Lines:18, Total Blocks:80, Epsilon: 0.01
2024-12-31 20:57:26,637 - INFO - Episode 210/10000, Total Reward: 10, Total Clear Lines:10, Total Blocks:60, Epsilon: 0.01
2024-12-31 20:57:33,017 - INFO - Episode 220/10000, Total Reward: 13, Total Clear Lines:13, Total Blocks:66, Epsilon: 0.01
2024-12-31 20:57:38,652 - INFO - Episode 230/10000, Total Reward: 16, Total Clear Lines:15, Total Blocks:67, Epsilon: 0.01
