2025-01-02 12:18:12,543 - INFO - Episode 10/5000, Total Reward: 23, Total Clear Lines:23, Total Blocks:95, Epsilon: 0.00
2025-01-02 12:18:20,576 - INFO - Episode 20/5000, Total Reward: 6, Total Clear Lines:6, Total Blocks:49, Epsilon: 0.00
2025-01-02 12:18:29,890 - INFO - Episode 30/5000, Total Reward: 22, Total Clear Lines:22, Total Blocks:87, Epsilon: 0.00
2025-01-02 12:18:38,688 - INFO - Episode 40/5000, Total Reward: 46, Total Clear Lines:42, Total Blocks:146, Epsilon: 0.00
2025-01-02 12:18:48,705 - INFO - Episode 50/5000, Total Reward: 38, Total Clear Lines:33, Total Blocks:120, Epsilon: 0.00
2025-01-02 12:18:58,526 - INFO - Episode 60/5000, Total Reward: 6, Total Clear Lines:6, Total Blocks:43, Epsilon: 0.00
2025-01-02 12:19:07,840 - INFO - Episode 70/5000, Total Reward: 22, Total Clear Lines:22, Total Blocks:89, Epsilon: 0.00
2025-01-02 12:19:17,120 - INFO - Episode 80/5000, Total Reward: 16, Total Clear Lines:14, Total Blocks:72, Epsilon: 0.00
2025-01-02 12:19:26,463 - INFO - Episode 90/5000, Total Reward: 43, Total Clear Lines:42, Total Blocks:143, Epsilon: 0.00
2025-01-02 12:19:35,327 - INFO - Episode 100/5000, Total Reward: 30, Total Clear Lines:27, Total Blocks:99, Epsilon: 0.00
2025-01-02 12:19:44,544 - INFO - Episode 110/5000, Total Reward: 21, Total Clear Lines:20, Total Blocks:87, Epsilon: 0.00
2025-01-02 12:19:53,474 - INFO - Episode 120/5000, Total Reward: 20, Total Clear Lines:19, Total Blocks:85, Epsilon: 0.00
2025-01-02 12:20:01,568 - INFO - Episode 130/5000, Total Reward: 22, Total Clear Lines:20, Total Blocks:77, Epsilon: 0.00
2025-01-02 12:20:10,017 - INFO - Episode 140/5000, Total Reward: 31, Total Clear Lines:31, Total Blocks:115, Epsilon: 0.00
2025-01-02 12:20:18,432 - INFO - Episode 150/5000, Total Reward: 11, Total Clear Lines:11, Total Blocks:64, Epsilon: 0.00
2025-01-02 12:20:27,103 - INFO - Episode 160/5000, Total Reward: 29, Total Clear Lines:28, Total Blocks:100, Epsilon: 0.00
2025-01-02 12:20:35,267 - INFO - Episode 170/5000, Total Reward: 18, Total Clear Lines:17, Total Blocks:71, Epsilon: 0.00
2025-01-02 12:20:43,361 - INFO - Episode 180/5000, Total Reward: 20, Total Clear Lines:20, Total Blocks:76, Epsilon: 0.00
2025-01-02 12:20:51,583 - INFO - Episode 190/5000, Total Reward: 15, Total Clear Lines:15, Total Blocks:71, Epsilon: 0.00
2025-01-02 12:20:59,137 - INFO - Episode 200/5000, Total Reward: 19, Total Clear Lines:19, Total Blocks:86, Epsilon: 0.00
2025-01-02 12:21:08,514 - INFO - Episode 210/5000, Total Reward: 14, Total Clear Lines:14, Total Blocks:73, Epsilon: 0.00
2025-01-02 12:21:17,983 - INFO - Episode 220/5000, Total Reward: 11, Total Clear Lines:10, Total Blocks:58, Epsilon: 0.00
2025-01-02 12:21:29,472 - INFO - Episode 230/5000, Total Reward: 39, Total Clear Lines:34, Total Blocks:122, Epsilon: 0.00
2025-01-02 12:21:38,623 - INFO - Episode 240/5000, Total Reward: 36, Total Clear Lines:33, Total Blocks:113, Epsilon: 0.00
2025-01-02 12:21:46,755 - INFO - Episode 250/5000, Total Reward: 24, Total Clear Lines:23, Total Blocks:95, Epsilon: 0.00
2025-01-02 12:21:54,657 - INFO - Episode 260/5000, Total Reward: 19, Total Clear Lines:16, Total Blocks:76, Epsilon: 0.00
2025-01-02 12:22:03,039 - INFO - Episode 270/5000, Total Reward: 6, Total Clear Lines:5, Total Blocks:30, Epsilon: 0.00
2025-01-02 12:22:12,095 - INFO - Episode 280/5000, Total Reward: 45, Total Clear Lines:43, Total Blocks:146, Epsilon: 0.00
2025-01-02 12:22:20,992 - INFO - Episode 290/5000, Total Reward: 40, Total Clear Lines:38, Total Blocks:134, Epsilon: 0.00
2025-01-02 12:22:30,816 - INFO - Episode 300/5000, Total Reward: 50, Total Clear Lines:46, Total Blocks:147, Epsilon: 0.00
2025-01-02 12:22:40,449 - INFO - Episode 310/5000, Total Reward: 61, Total Clear Lines:57, Total Blocks:183, Epsilon: 0.00
2025-01-02 12:22:49,728 - INFO - Episode 320/5000, Total Reward: 11, Total Clear Lines:10, Total Blocks:60, Epsilon: 0.00
2025-01-02 12:22:59,455 - INFO - Episode 330/5000, Total Reward: 17, Total Clear Lines:16, Total Blocks:67, Epsilon: 0.00
2025-01-02 12:23:08,031 - INFO - Episode 340/5000, Total Reward: 23, Total Clear Lines:21, Total Blocks:83, Epsilon: 0.00
2025-01-02 12:23:16,384 - INFO - Episode 350/5000, Total Reward: 21, Total Clear Lines:19, Total Blocks:79, Epsilon: 0.00
2025-01-02 12:23:26,657 - INFO - Episode 360/5000, Total Reward: 91, Total Clear Lines:81, Total Blocks:242, Epsilon: 0.00
2025-01-02 12:23:35,905 - INFO - Episode 370/5000, Total Reward: 31, Total Clear Lines:30, Total Blocks:113, Epsilon: 0.00
2025-01-02 12:23:45,824 - INFO - Episode 380/5000, Total Reward: 19, Total Clear Lines:19, Total Blocks:82, Epsilon: 0.00
2025-01-02 12:23:54,624 - INFO - Episode 390/5000, Total Reward: 17, Total Clear Lines:16, Total Blocks:79, Epsilon: 0.00
2025-01-02 12:24:03,136 - INFO - Episode 400/5000, Total Reward: 12, Total Clear Lines:12, Total Blocks:69, Epsilon: 0.00
2025-01-02 12:24:11,585 - INFO - Episode 410/5000, Total Reward: 41, Total Clear Lines:40, Total Blocks:137, Epsilon: 0.00
2025-01-02 12:24:19,714 - INFO - Episode 420/5000, Total Reward: 27, Total Clear Lines:26, Total Blocks:100, Epsilon: 0.00
2025-01-02 12:24:27,969 - INFO - Episode 430/5000, Total Reward: 17, Total Clear Lines:16, Total Blocks:75, Epsilon: 0.00
2025-01-02 12:24:36,768 - INFO - Episode 440/5000, Total Reward: 8, Total Clear Lines:8, Total Blocks:51, Epsilon: 0.00
2025-01-02 12:24:44,256 - INFO - Episode 450/5000, Total Reward: 13, Total Clear Lines:13, Total Blocks:70, Epsilon: 0.00
2025-01-02 12:24:53,699 - INFO - Episode 460/5000, Total Reward: 24, Total Clear Lines:24, Total Blocks:97, Epsilon: 0.00
2025-01-02 12:25:01,377 - INFO - Episode 470/5000, Total Reward: 12, Total Clear Lines:12, Total Blocks:61, Epsilon: 0.00
2025-01-02 12:25:10,209 - INFO - Episode 480/5000, Total Reward: 40, Total Clear Lines:37, Total Blocks:123, Epsilon: 0.00
2025-01-02 12:25:19,840 - INFO - Episode 490/5000, Total Reward: 35, Total Clear Lines:34, Total Blocks:121, Epsilon: 0.00
2025-01-02 12:25:28,511 - INFO - Episode 500/5000, Total Reward: 20, Total Clear Lines:19, Total Blocks:83, Epsilon: 0.00
2025-01-02 12:25:28,584 - INFO - Model saved to ./Model3/model_episode_500.pth
2025-01-02 12:25:37,472 - INFO - Episode 510/5000, Total Reward: 9, Total Clear Lines:9, Total Blocks:58, Epsilon: 0.00
2025-01-02 12:25:47,487 - INFO - Episode 520/5000, Total Reward: 36, Total Clear Lines:33, Total Blocks:120, Epsilon: 0.00
2025-01-02 12:25:56,545 - INFO - Episode 530/5000, Total Reward: 36, Total Clear Lines:31, Total Blocks:108, Epsilon: 0.00
2025-01-02 12:26:04,639 - INFO - Episode 540/5000, Total Reward: 12, Total Clear Lines:12, Total Blocks:65, Epsilon: 0.00
2025-01-02 12:26:13,667 - INFO - Episode 550/5000, Total Reward: 1, Total Clear Lines:1, Total Blocks:33, Epsilon: 0.00
2025-01-02 12:26:22,017 - INFO - Episode 560/5000, Total Reward: 20, Total Clear Lines:20, Total Blocks:87, Epsilon: 0.00
2025-01-02 12:26:30,113 - INFO - Episode 570/5000, Total Reward: 14, Total Clear Lines:14, Total Blocks:72, Epsilon: 0.00
2025-01-02 12:26:39,168 - INFO - Episode 580/5000, Total Reward: 22, Total Clear Lines:21, Total Blocks:90, Epsilon: 0.00
2025-01-02 12:26:48,896 - INFO - Episode 590/5000, Total Reward: 59, Total Clear Lines:56, Total Blocks:179, Epsilon: 0.00
2025-01-02 12:26:58,112 - INFO - Episode 600/5000, Total Reward: 38, Total Clear Lines:34, Total Blocks:125, Epsilon: 0.00
2025-01-02 12:27:05,986 - INFO - Episode 610/5000, Total Reward: 8, Total Clear Lines:8, Total Blocks:50, Epsilon: 0.00
2025-01-02 12:27:14,084 - INFO - Episode 620/5000, Total Reward: 22, Total Clear Lines:20, Total Blocks:76, Epsilon: 0.00
2025-01-02 12:27:23,712 - INFO - Episode 630/5000, Total Reward: 36, Total Clear Lines:35, Total Blocks:123, Epsilon: 0.00
2025-01-02 12:27:33,408 - INFO - Episode 640/5000, Total Reward: 12, Total Clear Lines:12, Total Blocks:67, Epsilon: 0.00
2025-01-02 12:27:41,760 - INFO - Episode 650/5000, Total Reward: 13, Total Clear Lines:12, Total Blocks:51, Epsilon: 0.00
2025-01-02 12:27:50,464 - INFO - Episode 660/5000, Total Reward: 22, Total Clear Lines:21, Total Blocks:88, Epsilon: 0.00
2025-01-02 12:27:59,588 - INFO - Episode 670/5000, Total Reward: 30, Total Clear Lines:30, Total Blocks:113, Epsilon: 0.00
2025-01-02 12:28:09,152 - INFO - Episode 680/5000, Total Reward: 18, Total Clear Lines:18, Total Blocks:86, Epsilon: 0.00
2025-01-02 12:28:17,120 - INFO - Episode 690/5000, Total Reward: 36, Total Clear Lines:35, Total Blocks:122, Epsilon: 0.00
2025-01-02 12:28:27,521 - INFO - Episode 700/5000, Total Reward: 38, Total Clear Lines:37, Total Blocks:131, Epsilon: 0.00
2025-01-02 12:28:35,649 - INFO - Episode 710/5000, Total Reward: 31, Total Clear Lines:31, Total Blocks:115, Epsilon: 0.00
2025-01-02 12:28:43,200 - INFO - Episode 720/5000, Total Reward: 34, Total Clear Lines:29, Total Blocks:107, Epsilon: 0.00
2025-01-02 12:28:51,363 - INFO - Episode 730/5000, Total Reward: 25, Total Clear Lines:22, Total Blocks:87, Epsilon: 0.00
2025-01-02 12:28:59,487 - INFO - Episode 740/5000, Total Reward: 32, Total Clear Lines:30, Total Blocks:108, Epsilon: 0.00
2025-01-02 12:29:07,551 - INFO - Episode 750/5000, Total Reward: 10, Total Clear Lines:10, Total Blocks:54, Epsilon: 0.00
2025-01-02 12:29:15,620 - INFO - Episode 760/5000, Total Reward: 17, Total Clear Lines:17, Total Blocks:80, Epsilon: 0.00
2025-01-02 12:29:24,255 - INFO - Episode 770/5000, Total Reward: 14, Total Clear Lines:13, Total Blocks:67, Epsilon: 0.00
2025-01-02 12:29:34,208 - INFO - Episode 780/5000, Total Reward: 35, Total Clear Lines:31, Total Blocks:100, Epsilon: 0.00
2025-01-02 12:29:41,824 - INFO - Episode 790/5000, Total Reward: 35, Total Clear Lines:34, Total Blocks:117, Epsilon: 0.00
2025-01-02 12:29:51,103 - INFO - Episode 800/5000, Total Reward: 41, Total Clear Lines:37, Total Blocks:131, Epsilon: 0.00
2025-01-02 12:29:59,041 - INFO - Episode 810/5000, Total Reward: 13, Total Clear Lines:13, Total Blocks:71, Epsilon: 0.00
2025-01-02 12:30:07,232 - INFO - Episode 820/5000, Total Reward: 29, Total Clear Lines:27, Total Blocks:97, Epsilon: 0.00
2025-01-02 12:30:17,249 - INFO - Episode 830/5000, Total Reward: 33, Total Clear Lines:33, Total Blocks:115, Epsilon: 0.00
