2025-01-01 13:12:56,203 - INFO - Episode 10/10000, Total Reward: 20, Total Clear Lines:20, Total Blocks:88, Epsilon: 0.00
2025-01-01 13:13:01,991 - INFO - Episode 20/10000, Total Reward: 17, Total Clear Lines:17, Total Blocks:73, Epsilon: 0.00
2025-01-01 13:13:07,164 - INFO - Episode 30/10000, Total Reward: 39, Total Clear Lines:37, Total Blocks:126, Epsilon: 0.00
2025-01-01 13:13:14,273 - INFO - Episode 40/10000, Total Reward: 19, Total Clear Lines:19, Total Blocks:81, Epsilon: 0.00
2025-01-01 13:13:20,494 - INFO - Episode 50/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:73, Epsilon: 0.00
2025-01-01 13:13:28,224 - INFO - Episode 60/10000, Total Reward: 53, Total Clear Lines:49, Total Blocks:154, Epsilon: 0.00
2025-01-01 13:13:34,843 - INFO - Episode 70/10000, Total Reward: 34, Total Clear Lines:33, Total Blocks:120, Epsilon: 0.00
2025-01-01 13:13:41,354 - INFO - Episode 80/10000, Total Reward: 6, Total Clear Lines:6, Total Blocks:40, Epsilon: 0.00
2025-01-01 13:13:48,223 - INFO - Episode 90/10000, Total Reward: 29, Total Clear Lines:27, Total Blocks:102, Epsilon: 0.00
2025-01-01 13:13:55,202 - INFO - Episode 100/10000, Total Reward: 27, Total Clear Lines:26, Total Blocks:100, Epsilon: 0.00
2025-01-01 13:14:03,174 - INFO - Episode 110/10000, Total Reward: 10, Total Clear Lines:8, Total Blocks:50, Epsilon: 0.00
2025-01-01 13:14:10,754 - INFO - Episode 120/10000, Total Reward: 34, Total Clear Lines:33, Total Blocks:112, Epsilon: 0.00
2025-01-01 13:14:16,652 - INFO - Episode 130/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:63, Epsilon: 0.00
2025-01-01 13:14:24,322 - INFO - Episode 140/10000, Total Reward: 25, Total Clear Lines:23, Total Blocks:97, Epsilon: 0.00
2025-01-01 13:14:31,003 - INFO - Episode 150/10000, Total Reward: 8, Total Clear Lines:8, Total Blocks:48, Epsilon: 0.00
2025-01-01 13:14:38,443 - INFO - Episode 160/10000, Total Reward: 23, Total Clear Lines:22, Total Blocks:96, Epsilon: 0.00
2025-01-01 13:14:45,682 - INFO - Episode 170/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:64, Epsilon: 0.00
2025-01-01 13:14:52,704 - INFO - Episode 180/10000, Total Reward: 27, Total Clear Lines:26, Total Blocks:106, Epsilon: 0.00
2025-01-01 13:14:59,753 - INFO - Episode 190/10000, Total Reward: 37, Total Clear Lines:32, Total Blocks:105, Epsilon: 0.00
2025-01-01 13:15:06,774 - INFO - Episode 200/10000, Total Reward: 24, Total Clear Lines:23, Total Blocks:96, Epsilon: 0.00
2025-01-01 13:15:13,954 - INFO - Episode 210/10000, Total Reward: 16, Total Clear Lines:15, Total Blocks:70, Epsilon: 0.00
2025-01-01 13:15:22,603 - INFO - Episode 220/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:67, Epsilon: 0.00
2025-01-01 13:15:28,634 - INFO - Episode 230/10000, Total Reward: 15, Total Clear Lines:15, Total Blocks:71, Epsilon: 0.00
2025-01-01 13:15:35,713 - INFO - Episode 240/10000, Total Reward: 33, Total Clear Lines:30, Total Blocks:111, Epsilon: 0.00
2025-01-01 13:15:42,223 - INFO - Episode 250/10000, Total Reward: 20, Total Clear Lines:20, Total Blocks:80, Epsilon: 0.00
2025-01-01 13:15:49,533 - INFO - Episode 260/10000, Total Reward: 12, Total Clear Lines:12, Total Blocks:62, Epsilon: 0.00
2025-01-01 13:15:56,434 - INFO - Episode 270/10000, Total Reward: 9, Total Clear Lines:9, Total Blocks:59, Epsilon: 0.00
2025-01-01 13:16:03,903 - INFO - Episode 280/10000, Total Reward: 22, Total Clear Lines:21, Total Blocks:90, Epsilon: 0.00
2025-01-01 13:16:11,134 - INFO - Episode 290/10000, Total Reward: 47, Total Clear Lines:45, Total Blocks:150, Epsilon: 0.00
2025-01-01 13:16:17,983 - INFO - Episode 300/10000, Total Reward: 19, Total Clear Lines:19, Total Blocks:85, Epsilon: 0.00
2025-01-01 13:16:24,483 - INFO - Episode 310/10000, Total Reward: 13, Total Clear Lines:13, Total Blocks:64, Epsilon: 0.00
2025-01-01 13:16:31,843 - INFO - Episode 320/10000, Total Reward: 31, Total Clear Lines:30, Total Blocks:110, Epsilon: 0.00
2025-01-01 13:16:38,324 - INFO - Episode 330/10000, Total Reward: 28, Total Clear Lines:27, Total Blocks:98, Epsilon: 0.00
2025-01-01 13:16:45,823 - INFO - Episode 340/10000, Total Reward: 42, Total Clear Lines:39, Total Blocks:132, Epsilon: 0.00
2025-01-01 13:16:52,474 - INFO - Episode 350/10000, Total Reward: 13, Total Clear Lines:12, Total Blocks:63, Epsilon: 0.00
2025-01-01 13:16:58,903 - INFO - Episode 360/10000, Total Reward: 18, Total Clear Lines:18, Total Blocks:81, Epsilon: 0.00
2025-01-01 13:17:05,294 - INFO - Episode 370/10000, Total Reward: 37, Total Clear Lines:34, Total Blocks:118, Epsilon: 0.00
2025-01-01 13:17:11,483 - INFO - Episode 380/10000, Total Reward: 18, Total Clear Lines:17, Total Blocks:77, Epsilon: 0.00
2025-01-01 13:17:16,963 - INFO - Episode 390/10000, Total Reward: 20, Total Clear Lines:20, Total Blocks:87, Epsilon: 0.00
2025-01-01 13:17:22,763 - INFO - Episode 400/10000, Total Reward: 39, Total Clear Lines:37, Total Blocks:129, Epsilon: 0.00
2025-01-01 13:17:28,723 - INFO - Episode 410/10000, Total Reward: 7, Total Clear Lines:7, Total Blocks:44, Epsilon: 0.00
2025-01-01 13:17:35,053 - INFO - Episode 420/10000, Total Reward: 29, Total Clear Lines:28, Total Blocks:106, Epsilon: 0.00
2025-01-01 13:17:40,922 - INFO - Episode 430/10000, Total Reward: 25, Total Clear Lines:24, Total Blocks:90, Epsilon: 0.00
2025-01-01 13:17:48,733 - INFO - Episode 440/10000, Total Reward: 62, Total Clear Lines:57, Total Blocks:180, Epsilon: 0.00
2025-01-01 13:17:56,763 - INFO - Episode 450/10000, Total Reward: 87, Total Clear Lines:83, Total Blocks:242, Epsilon: 0.00
2025-01-01 13:18:04,053 - INFO - Episode 460/10000, Total Reward: 27, Total Clear Lines:24, Total Blocks:93, Epsilon: 0.00
2025-01-01 13:18:11,622 - INFO - Episode 470/10000, Total Reward: 53, Total Clear Lines:50, Total Blocks:166, Epsilon: 0.00
2025-01-01 13:18:18,483 - INFO - Episode 480/10000, Total Reward: 15, Total Clear Lines:14, Total Blocks:68, Epsilon: 0.00
2025-01-01 13:18:24,603 - INFO - Episode 490/10000, Total Reward: 3, Total Clear Lines:3, Total Blocks:33, Epsilon: 0.00
2025-01-01 13:18:30,553 - INFO - Episode 500/10000, Total Reward: 21, Total Clear Lines:20, Total Blocks:85, Epsilon: 0.00
2025-01-01 13:18:37,196 - INFO - Episode 510/10000, Total Reward: 15, Total Clear Lines:14, Total Blocks:66, Epsilon: 0.00
2025-01-01 13:18:45,063 - INFO - Episode 520/10000, Total Reward: 25, Total Clear Lines:21, Total Blocks:90, Epsilon: 0.00
2025-01-01 13:18:52,184 - INFO - Episode 530/10000, Total Reward: 8, Total Clear Lines:8, Total Blocks:53, Epsilon: 0.00
2025-01-01 13:18:59,084 - INFO - Episode 540/10000, Total Reward: 40, Total Clear Lines:35, Total Blocks:126, Epsilon: 0.00
2025-01-01 13:19:05,853 - INFO - Episode 550/10000, Total Reward: 22, Total Clear Lines:22, Total Blocks:92, Epsilon: 0.00
2025-01-01 13:19:12,994 - INFO - Episode 560/10000, Total Reward: 18, Total Clear Lines:17, Total Blocks:78, Epsilon: 0.00
2025-01-01 13:19:19,332 - INFO - Episode 570/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:69, Epsilon: 0.00
2025-01-01 13:19:25,383 - INFO - Episode 580/10000, Total Reward: 7, Total Clear Lines:7, Total Blocks:49, Epsilon: 0.00
2025-01-01 13:19:31,412 - INFO - Episode 590/10000, Total Reward: 9, Total Clear Lines:8, Total Blocks:56, Epsilon: 0.00
2025-01-01 13:19:37,544 - INFO - Episode 600/10000, Total Reward: 28, Total Clear Lines:27, Total Blocks:102, Epsilon: 0.00
2025-01-01 13:19:45,003 - INFO - Episode 610/10000, Total Reward: 25, Total Clear Lines:22, Total Blocks:91, Epsilon: 0.00
2025-01-01 13:19:52,383 - INFO - Episode 620/10000, Total Reward: 27, Total Clear Lines:24, Total Blocks:98, Epsilon: 0.00
2025-01-01 13:19:59,493 - INFO - Episode 630/10000, Total Reward: 25, Total Clear Lines:20, Total Blocks:85, Epsilon: 0.00
2025-01-01 13:20:06,543 - INFO - Episode 640/10000, Total Reward: 21, Total Clear Lines:21, Total Blocks:89, Epsilon: 0.00
2025-01-01 13:20:13,653 - INFO - Episode 650/10000, Total Reward: 17, Total Clear Lines:16, Total Blocks:75, Epsilon: 0.00
2025-01-01 13:20:20,434 - INFO - Episode 660/10000, Total Reward: 14, Total Clear Lines:13, Total Blocks:69, Epsilon: 0.00
2025-01-01 13:20:26,963 - INFO - Episode 670/10000, Total Reward: 11, Total Clear Lines:11, Total Blocks:59, Epsilon: 0.00
2025-01-01 13:20:34,394 - INFO - Episode 680/10000, Total Reward: 47, Total Clear Lines:43, Total Blocks:144, Epsilon: 0.00
2025-01-01 13:20:42,334 - INFO - Episode 690/10000, Total Reward: 26, Total Clear Lines:24, Total Blocks:94, Epsilon: 0.00
2025-01-01 13:20:48,793 - INFO - Episode 700/10000, Total Reward: 35, Total Clear Lines:30, Total Blocks:112, Epsilon: 0.00
2025-01-01 13:20:55,413 - INFO - Episode 710/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:72, Epsilon: 0.00
2025-01-01 13:21:02,353 - INFO - Episode 720/10000, Total Reward: 29, Total Clear Lines:28, Total Blocks:102, Epsilon: 0.00
2025-01-01 13:21:10,145 - INFO - Episode 730/10000, Total Reward: 21, Total Clear Lines:20, Total Blocks:82, Epsilon: 0.00
2025-01-01 13:21:17,593 - INFO - Episode 740/10000, Total Reward: 4, Total Clear Lines:4, Total Blocks:43, Epsilon: 0.00
2025-01-01 13:21:24,812 - INFO - Episode 750/10000, Total Reward: 23, Total Clear Lines:21, Total Blocks:91, Epsilon: 0.00
2025-01-01 13:21:31,882 - INFO - Episode 760/10000, Total Reward: 10, Total Clear Lines:10, Total Blocks:60, Epsilon: 0.00
2025-01-01 13:21:38,563 - INFO - Episode 770/10000, Total Reward: 17, Total Clear Lines:17, Total Blocks:79, Epsilon: 0.00
2025-01-01 13:21:45,613 - INFO - Episode 780/10000, Total Reward: 14, Total Clear Lines:14, Total Blocks:68, Epsilon: 0.00
2025-01-01 13:21:52,622 - INFO - Episode 790/10000, Total Reward: 13, Total Clear Lines:13, Total Blocks:64, Epsilon: 0.00
2025-01-01 13:22:00,122 - INFO - Episode 800/10000, Total Reward: 39, Total Clear Lines:34, Total Blocks:123, Epsilon: 0.00
2025-01-01 13:22:06,763 - INFO - Episode 810/10000, Total Reward: 30, Total Clear Lines:28, Total Blocks:108, Epsilon: 0.00
2025-01-01 13:22:13,833 - INFO - Episode 820/10000, Total Reward: 13, Total Clear Lines:12, Total Blocks:70, Epsilon: 0.00
2025-01-01 13:22:19,773 - INFO - Episode 830/10000, Total Reward: 19, Total Clear Lines:18, Total Blocks:82, Epsilon: 0.00
2025-01-01 13:22:27,083 - INFO - Episode 840/10000, Total Reward: 16, Total Clear Lines:16, Total Blocks:77, Epsilon: 0.00
2025-01-01 13:22:35,324 - INFO - Episode 850/10000, Total Reward: 16, Total Clear Lines:15, Total Blocks:74, Epsilon: 0.00
2025-01-01 13:22:41,732 - INFO - Episode 860/10000, Total Reward: 13, Total Clear Lines:10, Total Blocks:60, Epsilon: 0.00
2025-01-01 13:22:49,283 - INFO - Episode 870/10000, Total Reward: 23, Total Clear Lines:22, Total Blocks:91, Epsilon: 0.00
2025-01-01 13:22:56,113 - INFO - Episode 880/10000, Total Reward: 27, Total Clear Lines:26, Total Blocks:102, Epsilon: 0.00
